,year,quarter,PPI,naics_code,date
238492,2005,4,148.4,482111,2005Q4
238496,2006,1,148.3,482111,2006Q1
238499,2006,2,153.1,482111,2006Q2
238502,2006,3,155.6,482111,2006Q3
238505,2006,4,151.2,482111,2006Q4
238509,2007,1,151.2,482111,2007Q1
238512,2007,2,157.3,482111,2007Q2
238515,2007,3,160.8,482111,2007Q3
238518,2007,4,165.1,482111,2007Q4
238522,2008,1,169.6,482111,2008Q1
238525,2008,2,178.0,482111,2008Q2
238528,2008,3,182.6,482111,2008Q3
238531,2008,4,171.3,482111,2008Q4
238535,2009,1,163.1,482111,2009Q1
238538,2009,2,163.9,482111,2009Q2
238541,2009,3,167.3,482111,2009Q3
238544,2009,4,168.3,482111,2009Q4
238548,2010,1,172.5,482111,2010Q1
238551,2010,2,176.1,482111,2010Q2
238554,2010,3,175.1,482111,2010Q3
238557,2010,4,176.9,482111,2010Q4
238561,2011,1,184.7,482111,2011Q1
238564,2011,2,193.3,482111,2011Q2
238567,2011,3,192.2,482111,2011Q3
238570,2011,4,191.5,482111,2011Q4
238574,2012,1,194.9,482111,2012Q1
238577,2012,2,200.2,482111,2012Q2
238580,2012,3,197.4,482111,2012Q3
238583,2012,4,201.0,482111,2012Q4
238587,2013,1,203.4,482111,2013Q1
238590,2013,2,203.9,482111,2013Q2
238593,2013,3,204.2,482111,2013Q3
238596,2013,4,204.8,482111,2013Q4
238600,2014,1,207.5,482111,2014Q1
238603,2014,2,208.8,482111,2014Q2
238606,2014,3,208.4,482111,2014Q3
238609,2014,4,206.8,482111,2014Q4
238613,2015,1,200.5,482111,2015Q1
238616,2015,2,200.1,482111,2015Q2
238619,2015,3,198.5,482111,2015Q3
238622,2015,4,197.1,482111,2015Q4
238626,2016,1,193.2,482111,2016Q1
238629,2016,2,195.2,482111,2016Q2
238632,2016,3,197.3,482111,2016Q3
238635,2016,4,198.6,482111,2016Q4
238639,2017,1,201.7,482111,2017Q1
238642,2017,2,202.3,482111,2017Q2
238645,2017,3,202.8,482111,2017Q3
238648,2017,4,207.0,482111,2017Q4
238652,2018,1,211.0,482111,2018Q1
238655,2018,2,214.3,482111,2018Q2
238658,2018,3,217.6,482111,2018Q3
238661,2018,4,219.0,482111,2018Q4
238665,2019,1,218.4,482111,2019Q1
238668,2019,2,221.6,482111,2019Q2
238671,2019,3,221.0,482111,2019Q3
238674,2019,4,221.8,482111,2019Q4
238678,2020,1,222.7,482111,2020Q1
238681,2020,2,218.6,482111,2020Q2
238684,2020,3,219.9,482111,2020Q3
238687,2020,4,221.4,482111,2020Q4
238691,2021,1,226.8,482111,2021Q1
238694,2021,2,231.0,482111,2021Q2
238697,2021,3,234.583,482111,2021Q3
238700,2021,4,238.886,482111,2021Q4
238704,2022,1,243.482,482111,2022Q1
238707,2022,2,255.971,482111,2022Q2
238710,2022,3,258.332,482111,2022Q3
238713,2022,4,258.371,482111,2022Q4
238715,2003,4,100.0,483,2003Q4
238718,2004,1,99.4,483,2004Q1
238721,2004,2,100.3,483,2004Q2
238724,2004,3,103.2,483,2004Q3
238727,2004,4,103.5,483,2004Q4
238731,2005,1,105.0,483,2005Q1
238734,2005,2,105.4,483,2005Q2
238737,2005,3,108.1,483,2005Q3
238740,2005,4,108.0,483,2005Q4
238744,2006,1,111.0,483,2006Q1
238747,2006,2,110.9,483,2006Q2
238750,2006,3,112.2,483,2006Q3
238753,2006,4,111.4,483,2006Q4
238757,2007,1,111.4,483,2007Q1
238760,2007,2,111.7,483,2007Q2
238763,2007,3,115.3,483,2007Q3
238766,2007,4,116.4,483,2007Q4
238770,2008,1,120.6,483,2008Q1
238773,2008,2,127.0,483,2008Q2
238776,2008,3,135.1,483,2008Q3
238779,2008,4,128.0,483,2008Q4
238783,2009,1,117.7,483,2009Q1
238786,2009,2,111.9,483,2009Q2
238789,2009,3,115.7,483,2009Q3
238792,2009,4,118.3,483,2009Q4
238796,2010,1,119.8,483,2010Q1
238799,2010,2,124.1,483,2010Q2
238802,2010,3,129.9,483,2010Q3
238805,2010,4,129.1,483,2010Q4
238809,2011,1,134.4,483,2011Q1
238812,2011,2,136.5,483,2011Q2
238815,2011,3,132.6,483,2011Q3
238818,2011,4,131.9,483,2011Q4
238822,2012,1,135.9,483,2012Q1
238825,2012,2,137.6,483,2012Q2
238828,2012,3,137.5,483,2012Q3
238831,2012,4,137.3,483,2012Q4
238835,2013,1,136.3,483,2013Q1
238838,2013,2,135.5,483,2013Q2
238841,2013,3,132.5,483,2013Q3
238844,2013,4,134.8,483,2013Q4
238848,2014,1,136.7,483,2014Q1
238851,2014,2,136.9,483,2014Q2
238854,2014,3,140.0,483,2014Q3
238857,2014,4,140.7,483,2014Q4
238861,2015,1,140.3,483,2015Q1
238864,2015,2,139.2,483,2015Q2
238867,2015,3,138.4,483,2015Q3
238870,2015,4,134.4,483,2015Q4
238874,2016,1,131.3,483,2016Q1
238877,2016,2,131.4,483,2016Q2
238880,2016,3,130.1,483,2016Q3
238883,2016,4,133.0,483,2016Q4
238887,2017,1,129.8,483,2017Q1
238890,2017,2,130.1,483,2017Q2
238893,2017,3,127.7,483,2017Q3
238896,2017,4,130.3,483,2017Q4
238900,2018,1,133.2,483,2018Q1
238903,2018,2,137.7,483,2018Q2
238906,2018,3,139.7,483,2018Q3
238909,2018,4,141.0,483,2018Q4
238913,2019,1,142.7,483,2019Q1
238916,2019,2,143.7,483,2019Q2
238919,2019,3,143.2,483,2019Q3
238922,2019,4,146.8,483,2019Q4
238926,2020,1,142.8,483,2020Q1
238929,2020,2,136.8,483,2020Q2
238932,2020,3,137.5,483,2020Q3
238935,2020,4,136.0,483,2020Q4
238939,2021,1,140.3,483,2021Q1
238942,2021,2,150.3,483,2021Q2
238945,2021,3,154.761,483,2021Q3
238948,2021,4,161.749,483,2021Q4
238952,2022,1,162.868,483,2022Q1
238955,2022,2,190.453,483,2022Q2
238958,2022,3,201.192,483,2022Q3
238961,2022,4,205.037,483,2022Q4
238963,1988,2,100.0,483111,1988Q2
238966,1988,3,107.0,483111,1988Q3
238969,1988,4,105.4,483111,1988Q4
238972,1989,1,106.7,483111,1989Q1
238975,1989,2,106.1,483111,1989Q2
238978,1989,3,106.8,483111,1989Q3
238981,1989,4,106.3,483111,1989Q4
238985,1990,1,107.1,483111,1990Q1
238988,1990,2,113.8,483111,1990Q2
238991,1990,3,117.0,483111,1990Q3
238994,1990,4,115.3,483111,1990Q4
238998,1991,1,119.8,483111,1991Q1
239001,1991,2,117.6,483111,1991Q2
239004,1991,3,121.3,483111,1991Q3
239007,1991,4,121.4,483111,1991Q4
239011,1992,1,116.3,483111,1992Q1
239014,1992,2,115.4,483111,1992Q2
239017,1992,3,115.6,483111,1992Q3
239020,1992,4,115.1,483111,1992Q4
239024,1993,1,114.7,483111,1993Q1
239027,1993,2,116.1,483111,1993Q2
239030,1993,3,116.0,483111,1993Q3
239033,1993,4,117.2,483111,1993Q4
239037,1994,1,115.0,483111,1994Q1
239040,1994,2,114.1,483111,1994Q2
239043,1994,3,112.5,483111,1994Q3
239046,1994,4,112.6,483111,1994Q4
239050,1995,1,112.5,483111,1995Q1
239053,1995,2,113.6,483111,1995Q2
239056,1995,3,113.9,483111,1995Q3
239059,1995,4,113.5,483111,1995Q4
239063,1996,1,114.5,483111,1996Q1
239066,1996,2,114.0,483111,1996Q2
239069,1996,3,114.3,483111,1996Q3
239072,1996,4,114.3,483111,1996Q4
239076,1997,1,114.2,483111,1997Q1
239079,1997,2,116.0,483111,1997Q2
239082,1997,3,110.8,483111,1997Q3
239085,1997,4,110.1,483111,1997Q4
239089,1998,1,109.8,483111,1998Q1
239092,1998,2,119.6,483111,1998Q2
239095,1998,3,122.6,483111,1998Q3
239098,1998,4,115.3,483111,1998Q4
239102,1999,1,114.5,483111,1999Q1
239105,1999,2,146.4,483111,1999Q2
239108,1999,3,145.4,483111,1999Q3
239111,1999,4,141.7,483111,1999Q4
239115,2000,1,143.2,483111,2000Q1
239118,2000,2,161.4,483111,2000Q2
239121,2000,3,165.7,483111,2000Q3
239124,2000,4,159.8,483111,2000Q4
239128,2001,1,162.8,483111,2001Q1
239131,2001,2,170.9,483111,2001Q2
239134,2001,3,184.2,483111,2001Q3
239137,2001,4,171.7,483111,2001Q4
239141,2002,1,169.7,483111,2002Q1
239144,2002,2,185.4,483111,2002Q2
239147,2002,3,198.9,483111,2002Q3
239150,2002,4,205.8,483111,2002Q4
239154,2003,1,201.1,483111,2003Q1
239157,2003,2,223.7,483111,2003Q2
239160,2003,3,233.6,483111,2003Q3
239163,2003,4,223.8,483111,2003Q4
239167,2004,1,222.1,483111,2004Q1
239170,2004,2,224.0,483111,2004Q2
239173,2004,3,229.8,483111,2004Q3
239176,2004,4,230.7,483111,2004Q4
239180,2005,1,232.0,483111,2005Q1
239183,2005,2,231.4,483111,2005Q2
239186,2005,3,232.9,483111,2005Q3
239189,2005,4,231.3,483111,2005Q4
239193,2006,1,235.1,483111,2006Q1
239196,2006,2,233.7,483111,2006Q2
239199,2006,3,233.1,483111,2006Q3
239202,2006,4,231.8,483111,2006Q4
239206,2007,1,228.0,483111,2007Q1
239209,2007,2,226.6,483111,2007Q2
239212,2007,3,231.4,483111,2007Q3
239215,2007,4,231.3,483111,2007Q4
239219,2008,1,237.7,483111,2008Q1
239222,2008,2,262.2,483111,2008Q2
239225,2008,3,284.4,483111,2008Q3
239228,2008,4,258.2,483111,2008Q4
239232,2009,1,225.7,483111,2009Q1
239235,2009,2,209.0,483111,2009Q2
239238,2009,3,215.6,483111,2009Q3
239241,2009,4,221.2,483111,2009Q4
239245,2010,1,229.5,483111,2010Q1
239248,2010,2,247.8,483111,2010Q2
239251,2010,3,254.7,483111,2010Q3
239254,2010,4,252.8,483111,2010Q4
239258,2011,1,263.5,483111,2011Q1
239261,2011,2,265.9,483111,2011Q2
239264,2011,3,247.0,483111,2011Q3
239267,2011,4,239.4,483111,2011Q4
239271,2012,1,251.7,483111,2012Q1
239274,2012,2,252.3,483111,2012Q2
239277,2012,3,252.0,483111,2012Q3
239280,2012,4,250.4,483111,2012Q4
239284,2013,1,249.9,483111,2013Q1
239287,2013,2,247.0,483111,2013Q2
239290,2013,3,249.4,483111,2013Q3
239293,2013,4,257.6,483111,2013Q4
239297,2014,1,262.1,483111,2014Q1
239300,2014,2,264.9,483111,2014Q2
239303,2014,3,262.3,483111,2014Q3
239306,2014,4,260.9,483111,2014Q4
239310,2015,1,268.1,483111,2015Q1
239313,2015,2,263.2,483111,2015Q2
239316,2015,3,252.6,483111,2015Q3
239319,2015,4,242.6,483111,2015Q4
239323,2016,1,238.4,483111,2016Q1
239326,2016,2,239.3,483111,2016Q2
239329,2016,3,240.9,483111,2016Q3
239332,2016,4,252.8,483111,2016Q4
239336,2017,1,256.8,483111,2017Q1
239339,2017,2,262.2,483111,2017Q2
239342,2017,3,264.7,483111,2017Q3
239345,2017,4,270.8,483111,2017Q4
239349,2018,1,275.6,483111,2018Q1
239352,2018,2,294.1,483111,2018Q2
239355,2018,3,301.1,483111,2018Q3
239358,2018,4,304.5,483111,2018Q4
239362,2019,1,308.2,483111,2019Q1
239365,2019,2,309.3,483111,2019Q2
239368,2019,3,305.0,483111,2019Q3
239371,2019,4,320.6,483111,2019Q4
239375,2020,1,302.1,483111,2020Q1
239378,2020,2,287.8,483111,2020Q2
239381,2020,3,288.2,483111,2020Q3
239384,2020,4,284.0,483111,2020Q4
239388,2021,1,299.9,483111,2021Q1
239391,2021,2,336.9,483111,2021Q2
239394,2021,3,346.891,483111,2021Q3
239397,2021,4,365.693,483111,2021Q4
239401,2022,1,356.471,483111,2022Q1
239404,2022,2,429.900,483111,2022Q2
239407,2022,3,467.839,483111,2022Q3
239410,2022,4,475.294,483111,2022Q4
239412,2003,4,100.0,483113,2003Q4
239415,2004,1,100.9,483113,2004Q1
239418,2004,2,101.6,483113,2004Q2
239421,2004,3,102.1,483113,2004Q3
239424,2004,4,102.6,483113,2004Q4
239428,2005,1,105.3,483113,2005Q1
239431,2005,2,109.0,483113,2005Q2
239434,2005,3,111.7,483113,2005Q3
239437,2005,4,114.3,483113,2005Q4
239441,2006,1,118.6,483113,2006Q1
239444,2006,2,120.8,483113,2006Q2
239447,2006,3,121.5,483113,2006Q3
239450,2006,4,122.5,483113,2006Q4
239454,2007,1,128.2,483113,2007Q1
239457,2007,2,130.0,483113,2007Q2
239460,2007,3,130.7,483113,2007Q3
239463,2007,4,135.5,483113,2007Q4
239467,2008,1,141.6,483113,2008Q1
239470,2008,2,140.7,483113,2008Q2
239473,2008,3,143.6,483113,2008Q3
239476,2008,4,142.4,483113,2008Q4
239480,2009,1,133.6,483113,2009Q1
239483,2009,2,132.8,483113,2009Q2
239486,2009,3,140.1,483113,2009Q3
239489,2009,4,141.8,483113,2009Q4
239493,2010,1,142.5,483113,2010Q1
239496,2010,2,142.1,483113,2010Q2
239499,2010,3,150.5,483113,2010Q3
239502,2010,4,150.3,483113,2010Q4
239506,2011,1,156.9,483113,2011Q1
239509,2011,2,159.1,483113,2011Q2
239512,2011,3,159.7,483113,2011Q3
239515,2011,4,160.6,483113,2011Q4
239519,2012,1,165.8,483113,2012Q1
239522,2012,2,168.9,483113,2012Q2
239525,2012,3,167.5,483113,2012Q3
239528,2012,4,167.1,483113,2012Q4
239532,2013,1,168.3,483113,2013Q1
239535,2013,2,167.7,483113,2013Q2
239538,2013,3,159.6,483113,2013Q3
239541,2013,4,161.1,483113,2013Q4
239545,2014,1,162.9,483113,2014Q1
239548,2014,2,165.0,483113,2014Q2
239551,2014,3,168.1,483113,2014Q3
239554,2014,4,175.1,483113,2014Q4
239558,2015,1,171.3,483113,2015Q1
239561,2015,2,172.9,483113,2015Q2
239564,2015,3,174.5,483113,2015Q3
239567,2015,4,173.3,483113,2015Q4
239571,2016,1,168.3,483113,2016Q1
239574,2016,2,168.1,483113,2016Q2
239577,2016,3,162.5,483113,2016Q3
239580,2016,4,164.4,483113,2016Q4
239584,2017,1,153.3,483113,2017Q1
239587,2017,2,151.3,483113,2017Q2
239590,2017,3,143.3,483113,2017Q3
239593,2017,4,146.5,483113,2017Q4
239597,2018,1,152.7,483113,2018Q1
239600,2018,2,151.4,483113,2018Q2
239603,2018,3,151.1,483113,2018Q3
239606,2018,4,152.2,483113,2018Q4
239610,2019,1,151.9,483113,2019Q1
239613,2019,2,153.1,483113,2019Q2
239616,2019,3,154.9,483113,2019Q3
239619,2019,4,153.0,483113,2019Q4
239623,2020,1,157.0,483113,2020Q1
239626,2020,2,152.2,483113,2020Q2
239629,2020,3,155.0,483113,2020Q3
239632,2020,4,155.4,483113,2020Q4
239636,2021,1,157.7,483113,2021Q1
239639,2021,2,161.7,483113,2021Q2
239642,2021,3,168.538,483113,2021Q3
239645,2021,4,173.940,483113,2021Q4
239649,2022,1,182.243,483113,2022Q1
239652,2022,2,207.676,483113,2022Q2
239655,2022,3,213.198,483113,2022Q3
239658,2022,4,219.115,483113,2022Q4
239660,2003,4,100.0,4832,2003Q4
239663,2004,1,98.1,4832,2004Q1
239666,2004,2,100.1,4832,2004Q2
239669,2004,3,107.7,4832,2004Q3
239672,2004,4,107.7,4832,2004Q4
239676,2005,1,113.7,4832,2005Q1
239679,2005,2,112.8,4832,2005Q2
239682,2005,3,129.5,4832,2005Q3
239685,2005,4,129.1,4832,2005Q4
239689,2006,1,139.1,4832,2006Q1
239692,2006,2,139.3,4832,2006Q2
239695,2006,3,152.6,4832,2006Q3
239698,2006,4,147.3,4832,2006Q4
239702,2007,1,139.6,4832,2007Q1
239705,2007,2,139.8,4832,2007Q2
239708,2007,3,156.7,4832,2007Q3
239711,2007,4,153.5,4832,2007Q4
239715,2008,1,159.0,4832,2008Q1
239718,2008,2,168.3,4832,2008Q2
239721,2008,3,184.7,4832,2008Q3
239724,2008,4,177.8,4832,2008Q4
239728,2009,1,176.1,4832,2009Q1
239731,2009,2,162.9,4832,2009Q2
239734,2009,3,162.2,4832,2009Q3
239737,2009,4,168.0,4832,2009Q4
239741,2010,1,164.1,4832,2010Q1
239744,2010,2,167.2,4832,2010Q2
239747,2010,3,178.3,4832,2010Q3
239750,2010,4,176.0,4832,2010Q4
239754,2011,1,181.0,4832,2011Q1
239757,2011,2,187.4,4832,2011Q2
239760,2011,3,187.7,4832,2011Q3
239763,2011,4,193.1,4832,2011Q4
239767,2012,1,188.7,4832,2012Q1
239770,2012,2,192.9,4832,2012Q2
239773,2012,3,197.0,4832,2012Q3
239776,2012,4,199.4,4832,2012Q4
239780,2013,1,187.9,4832,2013Q1
239783,2013,2,188.2,4832,2013Q2
239786,2013,3,182.5,4832,2013Q3
239789,2013,4,182.6,4832,2013Q4
239793,2014,1,185.3,4832,2014Q1
239796,2014,2,175.6,4832,2014Q2
239799,2014,3,196.8,4832,2014Q3
239802,2014,4,185.3,4832,2014Q4
239806,2015,1,180.2,4832,2015Q1
239809,2015,2,175.7,4832,2015Q2
239812,2015,3,182.9,4832,2015Q3
239815,2015,4,171.9,4832,2015Q4
239819,2016,1,168.6,4832,2016Q1
239822,2016,2,168.0,4832,2016Q2
239825,2016,3,170.9,4832,2016Q3
239828,2016,4,168.0,4832,2016Q4
239832,2017,1,165.6,4832,2017Q1
239835,2017,2,164.3,4832,2017Q2
239838,2017,3,162.5,4832,2017Q3
239841,2017,4,164.0,4832,2017Q4
239845,2018,1,164.1,4832,2018Q1
239848,2018,2,166.0,4832,2018Q2
239851,2018,3,168.8,4832,2018Q3
239854,2018,4,169.2,4832,2018Q4
239858,2019,1,175.6,4832,2019Q1
239861,2019,2,178.3,4832,2019Q2
239864,2019,3,178.7,4832,2019Q3
239867,2019,4,180.4,4832,2019Q4
239871,2020,1,177.3,4832,2020Q1
239874,2020,2,169.3,4832,2020Q2
239877,2020,3,168.0,4832,2020Q3
239880,2020,4,164.1,4832,2020Q4
239884,2021,1,162.0,4832,2021Q1
239887,2021,2,160.0,4832,2021Q2
239890,2021,3,160.694,4832,2021Q3
239893,2021,4,166.644,4832,2021Q4
239897,2022,1,174.936,4832,2022Q1
239900,2022,2,191.743,4832,2022Q2
239903,2022,3,190.356,4832,2022Q3
239906,2022,4,193.166,4832,2022Q4
239908,2003,4,100.0,48321,2003Q4
239911,2004,1,98.1,48321,2004Q1
239914,2004,2,100.1,48321,2004Q2
239917,2004,3,107.7,48321,2004Q3
239920,2004,4,107.7,48321,2004Q4
239924,2005,1,113.7,48321,2005Q1
239927,2005,2,112.8,48321,2005Q2
239930,2005,3,129.5,48321,2005Q3
239933,2005,4,129.1,48321,2005Q4
239937,2006,1,139.1,48321,2006Q1
239940,2006,2,139.3,48321,2006Q2
239943,2006,3,152.6,48321,2006Q3
239946,2006,4,147.3,48321,2006Q4
239950,2007,1,139.6,48321,2007Q1
239953,2007,2,139.8,48321,2007Q2
239956,2007,3,156.7,48321,2007Q3
239959,2007,4,153.5,48321,2007Q4
239963,2008,1,159.0,48321,2008Q1
239966,2008,2,168.3,48321,2008Q2
239969,2008,3,184.7,48321,2008Q3
239972,2008,4,177.8,48321,2008Q4
239976,2009,1,176.1,48321,2009Q1
239979,2009,2,162.9,48321,2009Q2
239982,2009,3,162.3,48321,2009Q3
239985,2009,4,168.0,48321,2009Q4
239989,2010,1,164.1,48321,2010Q1
239992,2010,2,167.2,48321,2010Q2
239995,2010,3,178.3,48321,2010Q3
239998,2010,4,176.0,48321,2010Q4
240002,2011,1,181.0,48321,2011Q1
240005,2011,2,187.4,48321,2011Q2
240008,2011,3,187.7,48321,2011Q3
240011,2011,4,193.1,48321,2011Q4
240015,2012,1,188.7,48321,2012Q1
240018,2012,2,192.9,48321,2012Q2
240021,2012,3,197.0,48321,2012Q3
240024,2012,4,199.4,48321,2012Q4
240028,2013,1,187.9,48321,2013Q1
240031,2013,2,188.3,48321,2013Q2
240034,2013,3,182.5,48321,2013Q3
240037,2013,4,182.6,48321,2013Q4
240041,2014,1,185.3,48321,2014Q1
240044,2014,2,175.6,48321,2014Q2
240047,2014,3,196.8,48321,2014Q3
240050,2014,4,185.3,48321,2014Q4
240054,2015,1,180.2,48321,2015Q1
240057,2015,2,175.7,48321,2015Q2
240060,2015,3,182.9,48321,2015Q3
240063,2015,4,171.9,48321,2015Q4
240067,2016,1,168.6,48321,2016Q1
240070,2016,2,168.1,48321,2016Q2
240073,2016,3,170.9,48321,2016Q3
240076,2016,4,168.0,48321,2016Q4
240080,2017,1,165.6,48321,2017Q1
240083,2017,2,164.3,48321,2017Q2
240086,2017,3,162.5,48321,2017Q3
240089,2017,4,164.0,48321,2017Q4
240093,2018,1,164.1,48321,2018Q1
240096,2018,2,166.0,48321,2018Q2
240099,2018,3,168.8,48321,2018Q3
240102,2018,4,169.2,48321,2018Q4
240106,2019,1,175.6,48321,2019Q1
240109,2019,2,178.3,48321,2019Q2
240112,2019,3,178.7,48321,2019Q3
240115,2019,4,180.4,48321,2019Q4
240119,2020,1,177.3,48321,2020Q1
240122,2020,2,169.3,48321,2020Q2
240125,2020,3,168.0,48321,2020Q3
240128,2020,4,164.1,48321,2020Q4
240132,2021,1,162.0,48321,2021Q1
240135,2021,2,160.0,48321,2021Q2
240138,2021,3,160.697,48321,2021Q3
240141,2021,4,166.647,48321,2021Q4
240145,2022,1,174.939,48321,2022Q1
240148,2022,2,191.747,48321,2022Q2
240151,2022,3,190.360,48321,2022Q3
240154,2022,4,193.169,48321,2022Q4
240156,1990,4,100.0,483211,1990Q4
240159,1991,1,98.6,483211,1991Q1
240162,1991,2,94.7,483211,1991Q2
240165,1991,3,103.9,483211,1991Q3
240168,1991,4,98.6,483211,1991Q4
240172,1992,1,97.9,483211,1992Q1
240175,1992,2,95.4,483211,1992Q2
240178,1992,3,99.2,483211,1992Q3
240181,1992,4,97.4,483211,1992Q4
240185,1993,1,95.0,483211,1993Q1
240188,1993,2,92.7,483211,1993Q2
240191,1993,3,96.3,483211,1993Q3
240194,1993,4,93.4,483211,1993Q4
240198,1994,1,92.9,483211,1994Q1
240201,1994,2,93.8,483211,1994Q2
240204,1994,3,102.6,483211,1994Q3
240207,1994,4,107.8,483211,1994Q4
240211,1995,1,112.7,483211,1995Q1
240214,1995,2,107.6,483211,1995Q2
240217,1995,3,125.1,483211,1995Q3
240220,1995,4,118.3,483211,1995Q4
240224,1996,1,117.1,483211,1996Q1
240227,1996,2,103.3,483211,1996Q2
240230,1996,3,106.9,483211,1996Q3
240233,1996,4,106.4,483211,1996Q4
240237,1997,1,106.9,483211,1997Q1
240240,1997,2,102.5,483211,1997Q2
240243,1997,3,106.2,483211,1997Q3
240246,1997,4,106.0,483211,1997Q4
240250,1998,1,102.0,483211,1998Q1
240253,1998,2,103.5,483211,1998Q2
240256,1998,3,115.0,483211,1998Q3
240259,1998,4,103.7,483211,1998Q4
240263,1999,1,106.2,483211,1999Q1
240266,1999,2,108.0,483211,1999Q2
240269,1999,3,116.1,483211,1999Q3
240272,1999,4,112.1,483211,1999Q4
240276,2000,1,115.5,483211,2000Q1
240279,2000,2,114.4,483211,2000Q2
240282,2000,3,125.9,483211,2000Q3
240285,2000,4,123.1,483211,2000Q4
240289,2001,1,125.2,483211,2001Q1
240292,2001,2,121.7,483211,2001Q2
240295,2001,3,124.8,483211,2001Q3
240298,2001,4,122.5,483211,2001Q4
240302,2002,1,118.3,483211,2002Q1
240305,2002,2,116.6,483211,2002Q2
240308,2002,3,121.2,483211,2002Q3
240311,2002,4,127.1,483211,2002Q4
240315,2003,1,125.8,483211,2003Q1
240318,2003,2,120.6,483211,2003Q2
240321,2003,3,124.6,483211,2003Q3
240324,2003,4,126.9,483211,2003Q4
240328,2004,1,124.5,483211,2004Q1
240331,2004,2,127.0,483211,2004Q2
240334,2004,3,136.7,483211,2004Q3
240337,2004,4,136.6,483211,2004Q4
240341,2005,1,144.3,483211,2005Q1
240344,2005,2,143.1,483211,2005Q2
240347,2005,3,164.3,483211,2005Q3
240350,2005,4,163.9,483211,2005Q4
240354,2006,1,176.5,483211,2006Q1
240357,2006,2,176.8,483211,2006Q2
240360,2006,3,193.6,483211,2006Q3
240363,2006,4,186.9,483211,2006Q4
240367,2007,1,177.2,483211,2007Q1
240370,2007,2,177.4,483211,2007Q2
240373,2007,3,198.8,483211,2007Q3
240376,2007,4,194.7,483211,2007Q4
240380,2008,1,201.7,483211,2008Q1
240383,2008,2,213.5,483211,2008Q2
240386,2008,3,234.4,483211,2008Q3
240389,2008,4,225.6,483211,2008Q4
240393,2009,1,223.4,483211,2009Q1
240396,2009,2,206.7,483211,2009Q2
240399,2009,3,205.9,483211,2009Q3
240402,2009,4,213.2,483211,2009Q4
240406,2010,1,208.2,483211,2010Q1
240409,2010,2,212.2,483211,2010Q2
240412,2010,3,226.2,483211,2010Q3
240415,2010,4,223.3,483211,2010Q4
240419,2011,1,229.6,483211,2011Q1
240422,2011,2,237.7,483211,2011Q2
240425,2011,3,238.2,483211,2011Q3
240428,2011,4,244.9,483211,2011Q4
240432,2012,1,239.4,483211,2012Q1
240435,2012,2,244.8,483211,2012Q2
240438,2012,3,249.9,483211,2012Q3
240441,2012,4,252.9,483211,2012Q4
240445,2013,1,238.4,483211,2013Q1
240448,2013,2,238.8,483211,2013Q2
240451,2013,3,231.5,483211,2013Q3
240454,2013,4,231.6,483211,2013Q4
240458,2014,1,235.1,483211,2014Q1
240461,2014,2,222.8,483211,2014Q2
240464,2014,3,249.7,483211,2014Q3
240467,2014,4,235.1,483211,2014Q4
240471,2015,1,228.6,483211,2015Q1
240474,2015,2,223.0,483211,2015Q2
240477,2015,3,232.1,483211,2015Q3
240480,2015,4,218.1,483211,2015Q4
240484,2016,1,213.9,483211,2016Q1
240487,2016,2,213.2,483211,2016Q2
240490,2016,3,216.8,483211,2016Q3
240493,2016,4,213.1,483211,2016Q4
240497,2017,1,210.1,483211,2017Q1
240500,2017,2,208.5,483211,2017Q2
240503,2017,3,206.2,483211,2017Q3
240506,2017,4,208.1,483211,2017Q4
240510,2018,1,208.2,483211,2018Q1
240513,2018,2,210.6,483211,2018Q2
240516,2018,3,214.1,483211,2018Q3
240519,2018,4,214.7,483211,2018Q4
240523,2019,1,222.7,483211,2019Q1
240526,2019,2,226.2,483211,2019Q2
240529,2019,3,226.7,483211,2019Q3
240532,2019,4,228.9,483211,2019Q4
240536,2020,1,224.9,483211,2020Q1
240539,2020,2,214.7,483211,2020Q2
240542,2020,3,213.2,483211,2020Q3
240545,2020,4,208.2,483211,2020Q4
240549,2021,1,205.6,483211,2021Q1
240552,2021,2,202.9,483211,2021Q2
240555,2021,3,203.861,483211,2021Q3
240558,2021,4,211.407,483211,2021Q4
240562,2022,1,221.923,483211,2022Q1
240565,2022,2,243.247,483211,2022Q2
240568,2022,3,241.488,483211,2022Q3
240571,2022,4,245.051,483211,2022Q4
240573,2003,4,100.0,484,2003Q4
240576,2004,1,101.3,484,2004Q1
240579,2004,2,103.0,484,2004Q2
240582,2004,3,104.5,484,2004Q3
240585,2004,4,105.5,484,2004Q4
240589,2005,1,106.9,484,2005Q1
240592,2005,2,108.7,484,2005Q2
240595,2005,3,110.7,484,2005Q3
240598,2005,4,111.2,484,2005Q4
240602,2006,1,111.7,484,2006Q1
240605,2006,2,113.8,484,2006Q2
240608,2006,3,114.6,484,2006Q3
240611,2006,4,113.5,484,2006Q4
240615,2007,1,114.0,484,2007Q1
240618,2007,2,115.5,484,2007Q2
240621,2007,3,115.5,484,2007Q3
240624,2007,4,117.8,484,2007Q4
240628,2008,1,121.0,484,2008Q1
240631,2008,2,126.6,484,2008Q2
240634,2008,3,125.3,484,2008Q3
240637,2008,4,119.1,484,2008Q4
240641,2009,1,116.1,484,2009Q1
240644,2009,2,117.1,484,2009Q2
240647,2009,3,117.8,484,2009Q3
240650,2009,4,117.2,484,2009Q4
