,year,quarter,PPI,naics_code,date
257200,2003,2,175.5,311422,2003Q2
257203,2003,3,176.7,311422,2003Q3
257206,2003,4,177.2,311422,2003Q4
257210,2004,1,177.1,311422,2004Q1
257213,2004,2,178.0,311422,2004Q2
257216,2004,3,178.1,311422,2004Q3
257219,2004,4,176.6,311422,2004Q4
257223,2005,1,185.0,311422,2005Q1
257226,2005,2,184.5,311422,2005Q2
257229,2005,3,184.5,311422,2005Q3
257232,2005,4,186.2,311422,2005Q4
257236,2006,1,188.2,311422,2006Q1
257239,2006,2,189.5,311422,2006Q2
257242,2006,3,189.7,311422,2006Q3
257245,2006,4,188.8,311422,2006Q4
257249,2007,1,190.8,311422,2007Q1
257252,2007,2,191.6,311422,2007Q2
257255,2007,3,192.4,311422,2007Q3
257258,2007,4,192.3,311422,2007Q4
257262,2008,1,196.5,311422,2008Q1
257265,2008,2,201.0,311422,2008Q2
257268,2008,3,201.0,311422,2008Q3
257271,2008,4,209.5,311422,2008Q4
257275,2009,1,207.3,311422,2009Q1
257278,2009,2,210.9,311422,2009Q2
257281,2009,3,211.2,311422,2009Q3
257284,2009,4,211.1,311422,2009Q4
257288,2010,1,211.0,311422,2010Q1
257291,2010,2,211.0,311422,2010Q2
257294,2010,3,211.0,311422,2010Q3
257297,2010,4,211.1,311422,2010Q4
257301,2011,1,211.7,311422,2011Q1
257304,2011,2,211.5,311422,2011Q2
257307,2011,3,219.0,311422,2011Q3
257310,2011,4,219.2,311422,2011Q4
257314,2012,1,219.6,311422,2012Q1
257317,2012,2,219.2,311422,2012Q2
257320,2012,3,220.7,311422,2012Q3
257323,2012,4,221.6,311422,2012Q4
257327,2013,1,222.2,311422,2013Q1
257330,2013,2,221.3,311422,2013Q2
257333,2013,3,224.7,311422,2013Q3
257336,2013,4,225.3,311422,2013Q4
257340,2014,1,225.4,311422,2014Q1
257343,2014,2,224.9,311422,2014Q2
257346,2014,3,225.8,311422,2014Q3
257349,2014,4,226.7,311422,2014Q4
257353,2015,1,226.4,311422,2015Q1
257356,2015,2,229.2,311422,2015Q2
257359,2015,3,229.6,311422,2015Q3
257362,2015,4,230.4,311422,2015Q4
257366,2016,1,229.8,311422,2016Q1
257369,2016,2,230.4,311422,2016Q2
257372,2016,3,229.3,311422,2016Q3
257375,2016,4,228.9,311422,2016Q4
257379,2017,1,227.5,311422,2017Q1
257382,2017,2,230.5,311422,2017Q2
257385,2017,3,228.9,311422,2017Q3
257388,2017,4,228.2,311422,2017Q4
257392,2018,1,226.9,311422,2018Q1
257395,2018,2,229.9,311422,2018Q2
257398,2018,3,230.9,311422,2018Q3
257401,2018,4,241.9,311422,2018Q4
257405,2019,1,245.4,311422,2019Q1
257408,2019,2,247.0,311422,2019Q2
257411,2019,3,244.4,311422,2019Q3
257414,2019,4,244.6,311422,2019Q4
257418,2020,1,244.5,311422,2020Q1
257421,2020,2,244.6,311422,2020Q2
257424,2020,3,245.3,311422,2020Q3
257427,2020,4,244.8,311422,2020Q4
257431,2021,1,244.8,311422,2021Q1
257434,2021,2,246.5,311422,2021Q2
257437,2021,3,258.038,311422,2021Q3
257440,2021,4,258.823,311422,2021Q4
257444,2022,1,270.204,311422,2022Q1
257447,2022,2,310.041,311422,2022Q2
257450,2022,3,312.808,311422,2022Q3
257453,2022,4,313.512,311422,2022Q4
257455,1973,4,55.5,311423,1973Q4
257458,1974,1,56.4,311423,1974Q1
257461,1974,2,59.8,311423,1974Q2
257464,1974,3,60.3,311423,1974Q3
257467,1974,4,59.2,311423,1974Q4
257471,1975,1,58.4,311423,1975Q1
257474,1975,2,56.1,311423,1975Q2
257477,1975,3,53.3,311423,1975Q3
257480,1975,4,54.8,311423,1975Q4
257484,1976,1,53.1,311423,1976Q1
257487,1976,2,54.0,311423,1976Q2
257490,1976,3,55.1,311423,1976Q3
257493,1976,4,69.5,311423,1976Q4
257497,1977,1,70.5,311423,1977Q1
257500,1977,2,70.7,311423,1977Q2
257503,1977,3,70.7,311423,1977Q3
257506,1977,4,65.4,311423,1977Q4
257510,1978,1,64.8,311423,1978Q1
257513,1978,2,64.8,311423,1978Q2
257516,1978,3,68.3,311423,1978Q3
257519,1978,4,99.6,311423,1978Q4
257523,1979,1,100.4,311423,1979Q1
257526,1979,2,100.5,311423,1979Q2
257529,1979,3,94.3,311423,1979Q3
257532,1979,4,87.3,311423,1979Q4
257536,1980,1,86.8,311423,1980Q1
257539,1980,2,86.7,311423,1980Q2
257542,1980,3,88.7,311423,1980Q3
257545,1980,4,94.6,311423,1980Q4
257549,1981,1,95.9,311423,1981Q1
257552,1981,2,97.1,311423,1981Q2
257555,1981,3,101.8,311423,1981Q3
257558,1981,4,101.1,311423,1981Q4
257562,1982,1,100.7,311423,1982Q1
257565,1982,2,99.1,311423,1982Q2
257568,1982,3,99.7,311423,1982Q3
257571,1982,4,100.0,311423,1982Q4
257575,1983,1,101.8,311423,1983Q1
257578,1983,2,100.8,311423,1983Q2
257581,1983,3,102.9,311423,1983Q3
257584,1983,4,104.0,311423,1983Q4
257588,1984,1,112.6,311423,1984Q1
257591,1984,2,112.7,311423,1984Q2
257594,1984,3,104.6,311423,1984Q3
257597,1984,4,107.2,311423,1984Q4
257601,1985,1,107.3,311423,1985Q1
257604,1985,2,107.9,311423,1985Q2
257607,1985,3,105.9,311423,1985Q3
257610,1985,4,104.3,311423,1985Q4
257614,1986,1,104.7,311423,1986Q1
257617,1986,2,103.8,311423,1986Q2
257620,1986,3,109.5,311423,1986Q3
257623,1986,4,110.2,311423,1986Q4
257627,1987,1,111.1,311423,1987Q1
257630,1987,2,111.0,311423,1987Q2
257633,1987,3,110.0,311423,1987Q3
257636,1987,4,111.4,311423,1987Q4
257640,1988,1,110.5,311423,1988Q1
257643,1988,2,111.2,311423,1988Q2
257646,1988,3,113.9,311423,1988Q3
257649,1988,4,118.5,311423,1988Q4
257653,1989,1,124.1,311423,1989Q1
257656,1989,2,127.9,311423,1989Q2
257659,1989,3,129.1,311423,1989Q3
257662,1989,4,135.1,311423,1989Q4
257666,1990,1,146.0,311423,1990Q1
257669,1990,2,147.1,311423,1990Q2
257672,1990,3,144.0,311423,1990Q3
257675,1990,4,139.5,311423,1990Q4
257679,1991,1,135.0,311423,1991Q1
257682,1991,2,132.8,311423,1991Q2
257685,1991,3,131.9,311423,1991Q3
257688,1991,4,133.3,311423,1991Q4
257692,1992,1,132.9,311423,1992Q1
257695,1992,2,133.0,311423,1992Q2
257698,1992,3,132.6,311423,1992Q3
257701,1992,4,133.5,311423,1992Q4
257705,1993,1,134.8,311423,1993Q1
257708,1993,2,136.3,311423,1993Q2
257711,1993,3,136.2,311423,1993Q3
257714,1993,4,137.2,311423,1993Q4
257718,1994,1,137.4,311423,1994Q1
257721,1994,2,138.8,311423,1994Q2
257724,1994,3,137.1,311423,1994Q3
257727,1994,4,136.4,311423,1994Q4
257731,1995,1,136.9,311423,1995Q1
257734,1995,2,138.2,311423,1995Q2
257737,1995,3,138.6,311423,1995Q3
257740,1995,4,140.3,311423,1995Q4
257744,1996,1,142.1,311423,1996Q1
257747,1996,2,144.0,311423,1996Q2
257750,1996,3,143.8,311423,1996Q3
257753,1996,4,143.9,311423,1996Q4
257757,1997,1,142.6,311423,1997Q1
257760,1997,2,140.3,311423,1997Q2
257763,1997,3,140.4,311423,1997Q3
257766,1997,4,140.7,311423,1997Q4
257770,1998,1,140.5,311423,1998Q1
257773,1998,2,142.1,311423,1998Q2
257776,1998,3,141.9,311423,1998Q3
257779,1998,4,143.6,311423,1998Q4
257783,1999,1,145.1,311423,1999Q1
257786,1999,2,143.4,311423,1999Q2
257789,1999,3,144.1,311423,1999Q3
257792,1999,4,146.8,311423,1999Q4
257796,2000,1,147.2,311423,2000Q1
257799,2000,2,146.6,311423,2000Q2
257802,2000,3,143.2,311423,2000Q3
257805,2000,4,141.1,311423,2000Q4
257809,2001,1,138.0,311423,2001Q1
257812,2001,2,140.9,311423,2001Q2
257815,2001,3,142.9,311423,2001Q3
257818,2001,4,145.3,311423,2001Q4
257822,2002,1,148.4,311423,2002Q1
257825,2002,2,149.1,311423,2002Q2
257828,2002,3,148.2,311423,2002Q3
257831,2002,4,149.0,311423,2002Q4
257835,2003,1,147.5,311423,2003Q1
257838,2003,2,146.8,311423,2003Q2
257841,2003,3,143.8,311423,2003Q3
257844,2003,4,145.9,311423,2003Q4
257848,2004,1,145.1,311423,2004Q1
257851,2004,2,145.3,311423,2004Q2
257854,2004,3,145.4,311423,2004Q3
257857,2004,4,149.9,311423,2004Q4
257861,2005,1,150.6,311423,2005Q1
257864,2005,2,150.6,311423,2005Q2
257867,2005,3,154.0,311423,2005Q3
257870,2005,4,156.7,311423,2005Q4
257874,2006,1,158.0,311423,2006Q1
257877,2006,2,161.8,311423,2006Q2
257880,2006,3,164.5,311423,2006Q3
257883,2006,4,166.3,311423,2006Q4
257887,2007,1,168.0,311423,2007Q1
257890,2007,2,172.3,311423,2007Q2
257893,2007,3,174.5,311423,2007Q3
257896,2007,4,176.4,311423,2007Q4
257900,2008,1,183.6,311423,2008Q1
257903,2008,2,190.0,311423,2008Q2
257906,2008,3,195.0,311423,2008Q3
257909,2008,4,196.9,311423,2008Q4
257913,2009,1,198.4,311423,2009Q1
257916,2009,2,198.7,311423,2009Q2
257919,2009,3,199.9,311423,2009Q3
257922,2009,4,193.2,311423,2009Q4
257926,2010,1,193.9,311423,2010Q1
257929,2010,2,193.5,311423,2010Q2
257932,2010,3,193.5,311423,2010Q3
257935,2010,4,198.2,311423,2010Q4
257939,2011,1,201.0,311423,2011Q1
257942,2011,2,204.7,311423,2011Q2
257945,2011,3,206.4,311423,2011Q3
257948,2011,4,212.4,311423,2011Q4
257952,2012,1,212.7,311423,2012Q1
257955,2012,2,217.3,311423,2012Q2
257958,2012,3,218.0,311423,2012Q3
257961,2012,4,222.5,311423,2012Q4
257965,2013,1,222.6,311423,2013Q1
257968,2013,2,222.8,311423,2013Q2
257971,2013,3,226.4,311423,2013Q3
257974,2013,4,220.7,311423,2013Q4
257978,2014,1,223.9,311423,2014Q1
257981,2014,2,224.1,311423,2014Q2
257984,2014,3,223.9,311423,2014Q3
257987,2014,4,221.4,311423,2014Q4
257991,2015,1,229.6,311423,2015Q1
257994,2015,2,229.5,311423,2015Q2
257997,2015,3,232.7,311423,2015Q3
258000,2015,4,228.3,311423,2015Q4
258004,2016,1,232.3,311423,2016Q1
258007,2016,2,230.7,311423,2016Q2
258010,2016,3,232.6,311423,2016Q3
258013,2016,4,233.8,311423,2016Q4
258017,2017,1,235.3,311423,2017Q1
258020,2017,2,236.6,311423,2017Q2
258023,2017,3,236.4,311423,2017Q3
258026,2017,4,236.3,311423,2017Q4
258030,2018,1,236.3,311423,2018Q1
258033,2018,2,238.6,311423,2018Q2
258036,2018,3,241.3,311423,2018Q3
258039,2018,4,241.3,311423,2018Q4
258043,2019,1,241.7,311423,2019Q1
258046,2019,2,242.8,311423,2019Q2
258049,2019,3,244.2,311423,2019Q3
258052,2019,4,244.3,311423,2019Q4
258056,2020,1,247.1,311423,2020Q1
258059,2020,2,254.6,311423,2020Q2
258062,2020,3,253.3,311423,2020Q3
258065,2020,4,253.5,311423,2020Q4
258069,2021,1,255.4,311423,2021Q1
258072,2021,2,255.7,311423,2021Q2
258075,2021,3,257.154,311423,2021Q3
258078,2021,4,257.151,311423,2021Q4
258082,2022,1,261.948,311423,2022Q1
258085,2022,2,269.909,311423,2022Q2
258088,2022,3,278.472,311423,2022Q3
258091,2022,4,284.570,311423,2022Q4
258093,1984,4,100.0,3115,1984Q4
258096,1985,1,99.3,3115,1985Q1
258099,1985,2,97.9,3115,1985Q2
258102,1985,3,96.9,3115,1985Q3
258105,1985,4,96.8,3115,1985Q4
258109,1986,1,96.7,3115,1986Q1
258112,1986,2,96.7,3115,1986Q2
258115,1986,3,98.0,3115,1986Q3
258118,1986,4,99.5,3115,1986Q4
258122,1987,1,99.1,3115,1987Q1
258125,1987,2,99.1,3115,1987Q2
258128,1987,3,100.2,3115,1987Q3
258131,1987,4,99.4,3115,1987Q4
258135,1988,1,98.1,3115,1988Q1
258138,1988,2,98.6,3115,1988Q2
258141,1988,3,101.3,3115,1988Q3
258144,1988,4,104.2,3115,1988Q4
258148,1989,1,104.5,3115,1989Q1
258151,1989,2,104.7,3115,1989Q2
258154,1989,3,110.0,3115,1989Q3
258157,1989,4,117.1,3115,1989Q4
258161,1990,1,112.7,3115,1990Q1
258164,1990,2,113.7,3115,1990Q2
258167,1990,3,115.4,3115,1990Q3
258170,1990,4,109.7,3115,1990Q4
258174,1991,1,108.9,3115,1991Q1
258177,1991,2,108.9,3115,1991Q2
258180,1991,3,112.2,3115,1991Q3
258183,1991,4,115.8,3115,1991Q4
258187,1992,1,111.4,3115,1992Q1
258190,1992,2,114.3,3115,1992Q2
258193,1992,3,115.5,3115,1992Q3
258196,1992,4,113.3,3115,1992Q4
258200,1993,1,111.4,3115,1993Q1
258203,1993,2,115.4,3115,1993Q2
258206,1993,3,114.1,3115,1993Q3
258209,1993,4,116.7,3115,1993Q4
258213,1994,1,116.5,3115,1994Q1
258216,1994,2,115.2,3115,1994Q2
258219,1994,3,114.9,3115,1994Q3
258222,1994,4,115.2,3115,1994Q4
258226,1995,1,114.6,3115,1995Q1
258229,1995,2,113.7,3115,1995Q2
258232,1995,3,116.4,3115,1995Q3
258235,1995,4,120.1,3115,1995Q4
258239,1996,1,118.8,3115,1996Q1
258242,1996,2,125.7,3115,1996Q2
258245,1996,3,133.3,3115,1996Q3
258248,1996,4,123.7,3115,1996Q4
258252,1997,1,124.0,3115,1997Q1
258255,1997,2,121.5,3115,1997Q2
258258,1997,3,123.2,3115,1997Q3
258261,1997,4,129.1,3115,1997Q4
258265,1998,1,127.9,3115,1998Q1
258268,1998,2,128.7,3115,1998Q2
258271,1998,3,140.3,3115,1998Q3
258274,1998,4,141.6,3115,1998Q4
258278,1999,1,136.1,3115,1999Q1
258281,1999,2,130.8,3115,1999Q2
258284,1999,3,137.0,3115,1999Q3
258287,1999,4,127.8,3115,1999Q4
258291,2000,1,127.3,3115,2000Q1
258294,2000,2,130.3,3115,2000Q2
258297,2000,3,131.8,3115,2000Q3
258300,2000,4,132.8,3115,2000Q4
258304,2001,1,135.6,3115,2001Q1
258307,2001,2,145.8,3115,2001Q2
258310,2001,3,148.6,3115,2001Q3
258313,2001,4,136.7,3115,2001Q4
258317,2002,1,135.1,3115,2002Q1
258320,2002,2,132.7,3115,2002Q2
258323,2002,3,131.0,3115,2002Q3
258326,2002,4,132.3,3115,2002Q4
258330,2003,1,130.6,3115,2003Q1
258333,2003,2,131.6,3115,2003Q2
258336,2003,3,142.1,3115,2003Q3
258339,2003,4,140.1,3115,2003Q4
258343,2004,1,144.8,3115,2004Q1
258346,2004,2,162.6,3115,2004Q2
258349,2004,3,150.0,3115,2004Q3
258352,2004,4,152.9,3115,2004Q4
258356,2005,1,151.4,3115,2005Q1
258359,2005,2,149.5,3115,2005Q2
258362,2005,3,152.2,3115,2005Q3
258365,2005,4,151.4,3115,2005Q4
258369,2006,1,146.0,3115,2006Q1
258372,2006,2,143.8,3115,2006Q2
258375,2006,3,148.2,3115,2006Q3
258378,2006,4,153.0,3115,2006Q4
258382,2007,1,160.7,3115,2007Q1
258385,2007,2,179.4,3115,2007Q2
258388,2007,3,185.8,3115,2007Q3
258391,2007,4,184.5,3115,2007Q4
258395,2008,1,176.7,3115,2008Q1
258398,2008,2,182.7,3115,2008Q2
258401,2008,3,179.1,3115,2008Q3
258404,2008,4,171.7,3115,2008Q4
258408,2009,1,153.0,3115,2009Q1
258411,2009,2,153.0,3115,2009Q2
258414,2009,3,157.2,3115,2009Q3
258417,2009,4,170.2,3115,2009Q4
258421,2010,1,168.1,3115,2010Q1
258424,2010,2,171.3,3115,2010Q2
258427,2010,3,179.3,3115,2010Q3
258430,2010,4,176.0,3115,2010Q4
258434,2011,1,190.6,3115,2011Q1
258437,2011,2,199.1,3115,2011Q2
258440,2011,3,203.6,3115,2011Q3
258443,2011,4,196.7,3115,2011Q4
258447,2012,1,188.1,3115,2012Q1
258450,2012,2,185.2,3115,2012Q2
258453,2012,3,196.0,3115,2012Q3
258456,2012,4,203.5,3115,2012Q4
258460,2013,1,196.2,3115,2013Q1
258463,2013,2,200.0,3115,2013Q2
258466,2013,3,200.6,3115,2013Q3
258469,2013,4,207.1,3115,2013Q4
258473,2014,1,222.4,3115,2014Q1
258476,2014,2,220.7,3115,2014Q2
258479,2014,3,228.3,3115,2014Q3
258482,2014,4,212.2,3115,2014Q4
258486,2015,1,192.8,3115,2015Q1
258489,2015,2,195.5,3115,2015Q2
258492,2015,3,196.7,3115,2015Q3
258495,2015,4,195.2,3115,2015Q4
258499,2016,1,189.0,3115,2016Q1
258502,2016,2,187.3,3115,2016Q2
258505,2016,3,198.8,3115,2016Q3
258508,2016,4,199.0,3115,2016Q4
258512,2017,1,198.7,3115,2017Q1
258515,2017,2,198.7,3115,2017Q2
258518,2017,3,202.0,3115,2017Q3
258521,2017,4,198.0,3115,2017Q4
258525,2018,1,192.1,3115,2018Q1
258528,2018,2,195.6,3115,2018Q2
258531,2018,3,196.0,3115,2018Q3
258534,2018,4,194.8,3115,2018Q4
258538,2019,1,198.8,3115,2019Q1
258541,2019,2,203.4,3115,2019Q2
258544,2019,3,207.7,3115,2019Q3
258547,2019,4,208.7,3115,2019Q4
258551,2020,1,203.2,3115,2020Q1
258554,2020,2,200.7,3115,2020Q2
258557,2020,3,205.4,3115,2020Q3
258560,2020,4,204.5,3115,2020Q4
258564,2021,1,202.1,3115,2021Q1
258567,2021,2,210.6,3115,2021Q2
258570,2021,3,210.635,3115,2021Q3
258573,2021,4,220.709,3115,2021Q4
258577,2022,1,242.000,3115,2022Q1
258580,2022,2,253.895,3115,2022Q2
258583,2022,3,250.852,3115,2022Q3
258586,2022,4,250.861,3115,2022Q4
258588,2003,4,100.0,31151,2003Q4
258591,2004,1,103.7,31151,2004Q1
258594,2004,2,117.8,31151,2004Q2
258597,2004,3,107.6,31151,2004Q3
258600,2004,4,109.8,31151,2004Q4
258604,2005,1,108.6,31151,2005Q1
258607,2005,2,107.1,31151,2005Q2
258610,2005,3,109.2,31151,2005Q3
258613,2005,4,108.5,31151,2005Q4
258617,2006,1,103.9,31151,2006Q1
258620,2006,2,102.1,31151,2006Q2
258623,2006,3,105.6,31151,2006Q3
258626,2006,4,109.5,31151,2006Q4
258630,2007,1,115.7,31151,2007Q1
258633,2007,2,131.2,31151,2007Q2
258636,2007,3,136.1,31151,2007Q3
258639,2007,4,134.7,31151,2007Q4
258643,2008,1,128.0,31151,2008Q1
258646,2008,2,133.1,31151,2008Q2
258649,2008,3,130.0,31151,2008Q3
258652,2008,4,123.7,31151,2008Q4
258656,2009,1,108.2,31151,2009Q1
258659,2009,2,108.2,31151,2009Q2
258662,2009,3,111.5,31151,2009Q3
258665,2009,4,122.2,31151,2009Q4
258669,2010,1,120.5,31151,2010Q1
258672,2010,2,123.2,31151,2010Q2
258675,2010,3,129.6,31151,2010Q3
258678,2010,4,126.8,31151,2010Q4
258682,2011,1,138.3,31151,2011Q1
258685,2011,2,145.0,31151,2011Q2
258688,2011,3,147.7,31151,2011Q3
258691,2011,4,141.9,31151,2011Q4
258695,2012,1,135.0,31151,2012Q1
258698,2012,2,132.5,31151,2012Q2
258701,2012,3,141.3,31151,2012Q3
258704,2012,4,147.2,31151,2012Q4
258708,2013,1,141.2,31151,2013Q1
258711,2013,2,144.2,31151,2013Q2
258714,2013,3,144.8,31151,2013Q3
258717,2013,4,150.0,31151,2013Q4
258721,2014,1,162.4,31151,2014Q1
258724,2014,2,160.7,31151,2014Q2
258727,2014,3,166.7,31151,2014Q3
258730,2014,4,153.7,31151,2014Q4
258734,2015,1,138.0,31151,2015Q1
258737,2015,2,140.0,31151,2015Q2
258740,2015,3,141.1,31151,2015Q3
258743,2015,4,139.9,31151,2015Q4
258747,2016,1,134.7,31151,2016Q1
258750,2016,2,133.5,31151,2016Q2
258753,2016,3,142.8,31151,2016Q3
258756,2016,4,142.9,31151,2016Q4
258760,2017,1,142.5,31151,2017Q1
258763,2017,2,142.3,31151,2017Q2
258766,2017,3,144.7,31151,2017Q3
258769,2017,4,141.5,31151,2017Q4
258773,2018,1,136.9,31151,2018Q1
258776,2018,2,139.5,31151,2018Q2
258779,2018,3,139.9,31151,2018Q3
258782,2018,4,138.9,31151,2018Q4
258786,2019,1,142.0,31151,2019Q1
258789,2019,2,145.3,31151,2019Q2
258792,2019,3,148.5,31151,2019Q3
258795,2019,4,149.5,31151,2019Q4
258799,2020,1,145.1,31151,2020Q1
258802,2020,2,143.1,31151,2020Q2
258805,2020,3,146.6,31151,2020Q3
258808,2020,4,146.0,31151,2020Q4
258812,2021,1,144.2,31151,2021Q1
258815,2021,2,150.7,31151,2021Q2
258818,2021,3,150.542,31151,2021Q3
258821,2021,4,158.191,31151,2021Q4
258825,2022,1,174.012,31151,2022Q1
258828,2022,2,182.980,31151,2022Q2
258831,2022,3,180.029,31151,2022Q3
258834,2022,4,179.930,31151,2022Q4
258836,1982,4,100.0,311511,1982Q4
258839,1983,1,100.0,311511,1983Q1
258842,1983,2,100.0,311511,1983Q2
258845,1983,3,100.0,311511,1983Q3
258848,1983,4,100.2,311511,1983Q4
258852,1984,1,100.5,311511,1984Q1
258855,1984,2,100.6,311511,1984Q2
258858,1984,3,102.0,311511,1984Q3
258861,1984,4,103.9,311511,1984Q4
258865,1985,1,103.4,311511,1985Q1
258868,1985,2,102.5,311511,1985Q2
258871,1985,3,101.9,311511,1985Q3
258874,1985,4,101.8,311511,1985Q4
258878,1986,1,101.5,311511,1986Q1
258881,1986,2,101.3,311511,1986Q2
258884,1986,3,102.2,311511,1986Q3
258887,1986,4,104.0,311511,1986Q4
258891,1987,1,104.6,311511,1987Q1
258894,1987,2,103.3,311511,1987Q2
258897,1987,3,104.6,311511,1987Q3
258900,1987,4,105.0,311511,1987Q4
258904,1988,1,104.9,311511,1988Q1
258907,1988,2,104.8,311511,1988Q2
258910,1988,3,106.4,311511,1988Q3
258913,1988,4,109.5,311511,1988Q4
258917,1989,1,111.3,311511,1989Q1
258920,1989,2,110.0,311511,1989Q2
258923,1989,3,113.0,311511,1989Q3
258926,1989,4,120.9,311511,1989Q4
258930,1990,1,122.8,311511,1990Q1
258933,1990,2,119.4,311511,1990Q2
258936,1990,3,123.6,311511,1990Q3
258939,1990,4,118.6,311511,1990Q4
258943,1991,1,117.8,311511,1991Q1
258946,1991,2,117.1,311511,1991Q2
258949,1991,3,119.5,311511,1991Q3
258952,1991,4,123.7,311511,1991Q4
258956,1992,1,119.8,311511,1992Q1
258959,1992,2,121.0,311511,1992Q2
258962,1992,3,123.6,311511,1992Q3
258965,1992,4,121.9,311511,1992Q4
258969,1993,1,118.5,311511,1993Q1
258972,1993,2,122.2,311511,1993Q2
258975,1993,3,121.0,311511,1993Q3
258978,1993,4,124.7,311511,1993Q4
258982,1994,1,123.8,311511,1994Q1
258985,1994,2,124.5,311511,1994Q2
258988,1994,3,122.5,311511,1994Q3
258991,1994,4,124.5,311511,1994Q4
258995,1995,1,122.2,311511,1995Q1
258998,1995,2,120.9,311511,1995Q2
259001,1995,3,123.0,311511,1995Q3
259004,1995,4,128.6,311511,1995Q4
259008,1996,1,126.7,311511,1996Q1
259011,1996,2,134.9,311511,1996Q2
259014,1996,3,141.8,311511,1996Q3
259017,1996,4,137.1,311511,1996Q4
259021,1997,1,134.0,311511,1997Q1
259024,1997,2,131.8,311511,1997Q2
259027,1997,3,130.4,311511,1997Q3
259030,1997,4,139.2,311511,1997Q4
259034,1998,1,136.4,311511,1998Q1
259037,1998,2,135.7,311511,1998Q2
259040,1998,3,146.1,311511,1998Q3
259043,1998,4,150.6,311511,1998Q4
259047,1999,1,152.5,311511,1999Q1
