,year,naics_code,PPI
1158,2003,322130,179.0
1159,2004,322130,200.0
1160,2005,322130,195.4
1161,2006,322130,218.5
1162,2007,322130,233.9
1163,2008,322130,252.2
1164,2009,322130,222.9
1165,2010,322130,261.2
1166,2011,322130,254.2
1167,2012,322130,262.7
1168,2013,322130,274.9
1169,2014,322130,274.5
1170,2015,322130,268.4
1171,2016,322130,265.4
1172,2017,322130,293.1
1173,2018,322130,305.3
1174,2019,322130,284.8
1175,2020,322130,286.5
1176,2021,322130,357.204
1177,2022,322130,394.446
1178,2003,3222,100.0
1179,2004,3222,104.7
1180,2005,3222,106.3
1181,2006,3222,112.3
1182,2007,3222,115.5
1183,2008,3222,123.6
1184,2009,3222,120.8
1185,2010,3222,128.3
1186,2011,3222,130.4
1187,2012,3222,132.4
1188,2013,3222,137.6
1189,2014,3222,138.3
1190,2015,3222,137.3
1191,2016,3222,139.4
1192,2017,3222,142.7
1193,2018,3222,147.5
1194,2019,3222,148.6
1195,2020,3222,149.2
1196,2021,3222,170.427
1197,2022,3222,192.896
1198,1984,32221,100.0
1199,1985,32221,96.4
1200,1986,32221,99.2
1201,1987,32221,107.7
1202,1988,32221,114.6
1203,1989,32221,118.3
1204,1990,32221,117.4
1205,1991,32221,117.9
1206,1992,32221,118.3
1207,1993,32221,118.1
1208,1994,32221,133.4
1209,1995,32221,151.9
1210,1996,32221,135.1
1211,1997,32221,139.3
1212,1998,32221,138.4
1213,1999,32221,149.7
1214,2000,32221,159.4
1215,2001,32221,157.8
1216,2002,32221,158.6
1217,2003,32221,156.0
1218,2004,32221,167.5
1219,2005,32221,168.4
1220,2006,32221,180.7
1221,2007,32221,186.2
1222,2008,32221,199.9
1223,2009,32221,191.9
1224,2010,32221,208.6
1225,2011,32221,209.6
1226,2012,32221,216.9
1227,2013,32221,230.9
1228,2014,32221,230.4
1229,2015,32221,228.5
1230,2016,32221,235.4
1231,2017,32221,244.7
1232,2018,32221,252.1
1233,2019,32221,253.2
1234,2020,32221,253.5
1235,2021,32221,295.892
1236,2022,32221,334.019
1237,1980,322211,101.3
1238,1981,322211,109.6
1239,1982,322211,107.2
1240,1983,322211,108.7
1241,1984,322211,123.3
1242,1985,322211,115.7
1243,1986,322211,120.4
1244,1987,322211,134.9
1245,1988,322211,142.9
1246,1989,322211,143.5
1247,1990,322211,137.2
1248,1991,322211,136.7
1249,1992,322211,137.0
1250,1993,322211,135.7
1251,1994,322211,162.8
1252,1995,322211,191.3
1253,1996,322211,159.5
1254,1997,322211,165.5
1255,1998,322211,164.2
1256,1999,322211,186.2
1257,2000,322211,200.1
1258,2001,322211,195.3
1259,2002,322211,195.2
1260,2003,322211,191.0
1261,2004,322211,209.8
1262,2005,322211,209.2
1263,2006,322211,229.9
1264,2007,322211,237.6
1265,2008,322211,258.3
1266,2009,322211,243.8
1267,2010,322211,271.8
1268,2011,322211,271.6
1269,2012,322211,282.9
1270,2013,322211,300.1
1271,2014,322211,305.0
1272,2015,322211,303.2
1273,2016,322211,313.7
1274,2017,322211,334.6
1275,2018,322211,348.6
1276,2019,322211,343.0
1277,2020,322211,342.2
1278,2021,322211,413.784
1279,2022,322211,451.005
1280,1983,322212,100.0
1281,1984,322212,104.1
1282,1985,322212,105.3
1283,1986,322212,107.2
1284,1987,322212,111.1
1285,1988,322212,119.4
1286,1989,322212,127.5
1287,1990,322212,130.2
1288,1991,322212,133.0
1289,1992,322212,132.9
1290,1993,322212,133.5
1291,1994,322212,135.1
1292,1995,322212,143.6
1293,1996,322212,142.0
1294,1997,322212,142.8
1295,1998,322212,143.2
1296,1999,322212,143.0
1297,2000,322212,146.3
1298,2001,322212,146.8
1299,2002,322212,147.2
1300,2003,322212,145.2
1301,2004,322212,146.1
1302,2005,322212,147.3
1303,2006,322212,146.6
1304,2007,322212,148.8
1305,2008,322212,153.0
1306,2009,322212,154.8
1307,2010,322212,157.3
1308,2011,322212,161.3
1309,2012,322212,163.7
1310,2013,322212,162.4
1311,2014,322212,164.8
1312,2015,322212,163.6
1313,2016,322212,165.8
1314,2017,322212,162.1
1315,2018,322212,162.4
1316,2019,322212,173.4
1317,2020,322212,174.4
1318,2021,322212,190.784
1319,2022,322212,234.805
1320,2011,322219,100.0
1321,2012,322219,103.5
1322,2013,322219,125.6
1323,2014,322219,110.4
1324,2015,322219,108.2
1325,2016,322219,111.8
1326,2017,322219,109.4
1327,2018,322219,111.1
1328,2019,322219,112.8
1329,2020,322219,114.0
1330,2021,322219,122.639
1331,2022,322219,144.823
1332,2003,32222,100.0
1333,2004,32222,103.8
1334,2005,32222,107.5
1335,2006,32222,111.8
1336,2007,32222,114.0
1337,2008,32222,121.1
1338,2009,32222,120.7
1339,2010,32222,125.8
1340,2011,32222,131.5
1341,2012,32222,129.8
1342,2013,32222,131.9
1343,2014,32222,134.0
1344,2015,32222,131.7
1345,2016,32222,130.8
1346,2017,32222,132.2
1347,2018,32222,138.6
1348,2019,32222,140.3
1349,2020,32222,141.6
1350,2021,32222,159.038
1351,2022,32222,177.123
1352,2011,322220,100.0
1353,2012,322220,98.7
1354,2013,322220,100.2
1355,2014,322220,101.9
1356,2015,322220,100.2
1357,2016,322220,99.4
1358,2017,322220,100.5
1359,2018,322220,105.3
1360,2019,322220,106.6
1361,2020,322220,107.6
1362,2021,322220,120.888
1363,2022,322220,134.639
1364,2003,32223,100.0
1365,2004,32223,103.7
1366,2005,32223,106.6
1367,2006,32223,113.2
1368,2007,32223,117.0
1369,2008,32223,122.5
1370,2009,32223,122.8
1371,2010,32223,124.8
1372,2011,32223,128.0
1373,2012,32223,129.3
1374,2013,32223,132.4
1375,2014,32223,133.6
1376,2015,32223,133.6
1377,2016,32223,136.6
1378,2017,32223,137.1
1379,2018,32223,146.3
1380,2019,32223,148.0
1381,2020,32223,149.3
1382,2021,32223,165.361
1383,2022,32223,208.046
1384,2011,322230,100.0
1385,2012,322230,101.1
1386,2013,322230,103.5
1387,2014,322230,104.5
1388,2015,322230,104.4
1389,2016,322230,106.8
1390,2017,322230,107.2
1391,2018,322230,114.4
1392,2019,322230,115.7
1393,2020,322230,116.7
1394,2021,322230,129.287
1395,2022,322230,162.661
1396,2003,32229,100.0
1397,2004,32229,97.7
1398,2005,32229,98.9
1399,2006,32229,100.6
1400,2007,32229,103.5
1401,2008,32229,112.2
1402,2009,32229,111.7
1403,2010,32229,115.7
1404,2011,32229,117.2
1405,2012,32229,116.6
1406,2013,32229,116.4
1407,2014,32229,117.5
1408,2015,32229,118.2
1409,2016,32229,117.6
1410,2017,32229,116.8
1411,2018,32229,118.4
1412,2019,32229,119.9
1413,2020,32229,120.3
1414,2021,32229,131.774
1415,2022,32229,146.154
1416,2003,322291,100.0
1417,2004,322291,95.1
1418,2005,322291,96.8
1419,2006,322291,97.2
1420,2007,322291,98.8
1421,2008,322291,108.2
1422,2009,322291,110.3
1423,2010,322291,112.5
1424,2011,322291,113.3
1425,2012,322291,112.6
1426,2013,322291,112.4
1427,2014,322291,112.0
1428,2015,322291,111.7
1429,2016,322291,111.2
1430,2017,322291,110.1
1431,2018,322291,111.9
1432,2019,322291,112.8
1433,2020,322291,113.0
1434,2021,322291,120.697
1435,2022,322291,132.534
1436,2003,322299,100.0
1437,2004,322299,103.5
1438,2005,322299,103.5
1439,2006,322299,108.4
1440,2007,322299,113.9
1441,2008,322299,121.2
1442,2009,322299,115.0
1443,2010,322299,123.0
1444,2011,322299,126.1
1445,2012,322299,125.9
1446,2013,322299,125.5
1447,2014,322299,130.7
1448,2015,322299,133.9
1449,2016,322299,133.2
1450,2017,322299,133.1
1451,2018,322299,134.3
1452,2019,322299,137.3
1453,2020,322299,138.0
1454,2021,322299,159.690
1455,2022,322299,180.665
1456,2003,323,100.0
1457,2004,323,102.0
1458,2005,323,103.9
1459,2006,323,106.3
1460,2007,323,107.4
1461,2008,323,110.3
1462,2009,323,109.4
1463,2010,323,110.7
1464,2011,323,111.8
1465,2012,323,111.9
1466,2013,323,112.7
1467,2014,323,113.3
1468,2015,323,113.2
1469,2016,323,114.0
1470,2017,323,114.5
1471,2018,323,117.4
1472,2019,323,120.5
1473,2020,323,121.8
1474,2021,323,133.527
1475,2022,323,154.895
1476,2003,3231,100.0
1477,2004,3231,102.1
1478,2005,3231,103.9
1479,2006,3231,106.4
1480,2007,3231,107.5
1481,2008,3231,110.4
1482,2009,3231,109.5
1483,2010,3231,110.8
1484,2011,3231,111.9
1485,2012,3231,112.1
1486,2013,3231,112.9
1487,2014,3231,113.4
1488,2015,3231,113.3
1489,2016,3231,114.2
1490,2017,3231,114.7
1491,2018,3231,117.5
1492,2019,3231,120.7
1493,2020,3231,121.9
1494,2021,3231,133.687
1495,2022,3231,155.080
1496,2003,32311,100.0
1497,2004,32311,102.2
1498,2005,32311,104.1
1499,2006,32311,106.6
1500,2007,32311,107.8
1501,2008,32311,110.8
1502,2009,32311,109.9
1503,2010,32311,111.3
1504,2011,32311,112.5
1505,2012,32311,112.7
1506,2013,32311,113.4
1507,2014,32311,114.0
1508,2015,32311,113.9
1509,2016,32311,114.7
1510,2017,32311,115.2
1511,2018,32311,118.1
1512,2019,32311,121.4
1513,2020,32311,122.6
1514,2021,32311,134.635
1515,2022,32311,156.610
1516,2003,323113,100.0
1517,2004,323113,98.1
1518,2005,323113,99.2
1519,2006,323113,100.2
1520,2007,323113,100.6
1521,2008,323113,99.5
1522,2009,323113,99.7
1523,2010,323113,100.1
1524,2011,323113,104.2
1525,2012,323113,104.6
1526,2013,323113,105.1
1527,2014,323113,106.7
1528,2015,323113,105.7
1529,2016,323113,104.3
1530,2017,323113,103.2
1531,2018,323113,106.0
1532,2019,323113,106.6
1533,2020,323113,107.5
1534,2021,323113,116.515
1535,2022,323113,128.099
1536,1983,323117,100.0
1537,1984,323117,104.1
1538,1985,323117,107.0
1539,1986,323117,111.2
1540,1987,323117,112.6
1541,1988,323117,117.2
1542,1989,323117,122.8
1543,1990,323117,125.4
1544,1991,323117,130.5
1545,1992,323117,138.0
1546,1993,323117,138.6
1547,1994,323117,142.9
1548,1995,323117,147.7
1549,1996,323117,146.0
1550,1997,323117,146.6
1551,1998,323117,149.1
1552,1999,323117,150.2
1553,2000,323117,154.2
1554,2001,323117,151.7
1555,2002,323117,150.4
1556,2003,323117,149.8
1557,2004,323117,153.2
1558,2005,323117,156.0
1559,2006,323117,159.1
1560,2007,323117,159.0
1561,2008,323117,159.3
1562,2009,323117,160.0
1563,2010,323117,161.0
1564,2011,323117,160.4
1565,2012,323117,166.6
1566,2013,323117,167.4
1567,2014,323117,173.2
1568,2015,323117,174.3
1569,2016,323117,174.5
1570,2017,323117,174.5
1571,2018,323117,180.5
1572,2019,323117,185.0
1573,2020,323117,189.3
1574,2021,323117,213.535
1575,2022,323117,267.150
1576,2011,32311K,100.0
1577,2012,32311K,99.9
1578,2013,32311K,100.6
1579,2014,32311K,100.9
1580,2015,32311K,100.7
1581,2016,32311K,101.7
1582,2017,32311K,102.4
1583,2018,32311K,104.8
1584,2019,32311K,108.0
1585,2020,32311K,109.0
1586,2021,32311K,119.673
1587,2022,32311K,139.267
1588,2003,32312,100.0
1589,2004,32312,100.3
1590,2005,32312,100.1
1591,2006,32312,100.4
1592,2007,32312,101.1
1593,2008,32312,101.3
1594,2009,32312,101.1
1595,2010,32312,100.7
1596,2011,32312,98.7
1597,2012,32312,99.5
1598,2013,32312,100.4
1599,2014,32312,99.8
1600,2015,32312,101.1
1601,2016,32312,103.4
1602,2017,32312,102.1
1603,2018,32312,103.7
1604,2019,32312,105.2
1605,2020,32312,106.2
1606,2021,32312,111.393
1607,2022,32312,117.849
1608,2011,323120,100.0
1609,2012,323120,100.8
1610,2013,323120,101.7
1611,2014,323120,101.2
1612,2015,323120,102.7
1613,2016,323120,105.2
1614,2017,323120,103.6
1615,2018,323120,105.2
1616,2019,323120,106.7
1617,2020,323120,107.8
1618,2021,323120,113.032
1619,2022,323120,119.583
1620,1984,324,100.0
1621,1985,324,102.2
1622,1986,324,58.5
1623,1987,324,71.0
1624,1988,324,66.8
1625,1989,324,76.0
1626,1990,324,106.2
1627,1991,324,78.6
1628,1992,324,77.5
1629,1993,324,67.5
1630,1994,324,73.5
1631,1995,324,75.4
1632,1996,324,92.5
1633,1997,324,79.1
1634,1998,324,56.3
1635,1999,324,91.8
1636,2000,324,112.9
1637,2001,324,75.9
1638,2002,324,102.4
1639,2003,324,117.5
1640,2004,324,150.3
1641,2005,324,209.2
1642,2006,324,216.6
1643,2007,324,288.4
1644,2008,324,167.0
1645,2009,324,254.3
1646,2010,324,310.4
1647,2011,324,362.4
1648,2012,324,352.1
1649,2013,324,348.5
1650,2014,324,265.1
1651,2015,324,183.6
1652,2016,324,200.1
1653,2017,324,248.5
1654,2018,324,245.0
1655,2019,324,237.7
1656,2020,324,212.6
1657,2021,324,329.099
1658,2022,324,352.307
1659,1984,3241,100.0
1660,1985,3241,102.2
1661,1986,3241,58.5
1662,1987,3241,71.0
1663,1988,3241,66.8
1664,1989,3241,76.0
1665,1990,3241,106.2
1666,1991,3241,78.6
1667,1992,3241,77.5
1668,1993,3241,67.5
1669,1994,3241,73.5
1670,1995,3241,75.4
1671,1996,3241,92.5
1672,1997,3241,79.1
1673,1998,3241,56.3
1674,1999,3241,91.8
1675,2000,3241,112.9
1676,2001,3241,75.9
1677,2002,3241,102.4
1678,2003,3241,117.5
1679,2004,3241,150.3
1680,2005,3241,209.2
1681,2006,3241,216.6
1682,2007,3241,288.4
1683,2008,3241,167.0
1684,2009,3241,254.3
1685,2010,3241,310.4
1686,2011,3241,362.4
1687,2012,3241,352.1
1688,2013,3241,348.5
1689,2014,3241,265.1
1690,2015,3241,183.6
1691,2016,3241,200.1
1692,2017,3241,248.5
1693,2018,3241,245.0
1694,2019,3241,237.7
1695,2020,3241,212.6
1696,2021,3241,329.099
1697,2022,3241,352.307
1698,1976,32411,44.6
1699,1977,32411,49.2
1700,1978,32411,52.8
1701,1979,32411,86.2
1702,1980,32411,110.0
1703,1981,32411,123.4
1704,1982,32411,117.1
1705,1983,32411,105.1
1706,1984,32411,100.7
1707,1985,32411,101.6
1708,1986,32411,56.0
1709,1987,32411,69.0
1710,1988,32411,64.4
1711,1989,32411,73.9
1712,1990,32411,105.3
1713,1991,32411,76.4
1714,1992,32411,75.2
1715,1993,32411,64.4
1716,1994,32411,70.7
1717,1995,32411,72.4
1718,1996,32411,90.7
1719,1997,32411,76.2
1720,1998,32411,51.6
1721,1999,32411,89.5
1722,2000,32411,111.6
1723,2001,32411,71.3
1724,2002,32411,100.2
1725,2003,32411,116.2
1726,2004,32411,151.6
1727,2005,32411,213.7
1728,2006,32411,219.5
1729,2007,32411,297.4
1730,2008,32411,158.2
1731,2009,32411,256.0
1732,2010,32411,315.8
1733,2011,32411,369.9
1734,2012,32411,358.4
1735,2013,32411,354.9
1736,2014,32411,263.4
1737,2015,32411,175.9
1738,2016,32411,194.5
1739,2017,32411,246.8
1740,2018,32411,240.5
1741,2019,32411,232.6
1742,2020,32411,205.8
1743,2021,32411,328.919
1744,2022,32411,348.777
1745,1976,324110,44.6
1746,1977,324110,49.2
1747,1978,324110,52.8
1748,1979,324110,86.2
1749,1980,324110,110.0
1750,1981,324110,123.4
1751,1982,324110,117.1
1752,1983,324110,105.1
1753,1984,324110,100.7
1754,1985,324110,101.6
1755,1986,324110,56.0
1756,1987,324110,69.0
1757,1988,324110,64.4
1758,1989,324110,73.9
1759,1990,324110,105.3
1760,1991,324110,76.4
1761,1992,324110,75.2
1762,1993,324110,64.4
1763,1994,324110,70.7
1764,1995,324110,72.4
1765,1996,324110,90.7
1766,1997,324110,76.2
1767,1998,324110,51.6
1768,1999,324110,89.5
1769,2000,324110,111.6
1770,2001,324110,71.3
1771,2002,324110,100.2
1772,2003,324110,116.2
1773,2004,324110,151.6
1774,2005,324110,213.7
1775,2006,324110,219.5
1776,2007,324110,297.4
1777,2008,324110,158.2
1778,2009,324110,256.0
1779,2010,324110,315.8
1780,2011,324110,369.9
1781,2012,324110,358.4
1782,2013,324110,354.9
1783,2014,324110,263.4
1784,2015,324110,175.9
1785,2016,324110,194.5
1786,2017,324110,246.8
1787,2018,324110,240.5
1788,2019,324110,232.6
1789,2020,324110,205.7
1790,2021,324110,328.965
1791,2022,324110,348.806
1792,1984,32412,100.0
1793,1985,32412,100.6
1794,1986,32412,92.3
1795,1987,32412,94.4
1796,1988,32412,93.8
1797,1989,32412,93.8
1798,1990,32412,98.0
1799,1991,32412,94.3
1800,1992,32412,94.8
1801,1993,32412,95.1
1802,1994,32412,95.2
1803,1995,32412,98.8
1804,1996,32412,99.9
1805,1997,32412,102.1
1806,1998,32412,101.9
1807,1999,32412,107.1
1808,2000,32412,115.1
1809,2001,32412,118.0
1810,2002,32412,119.2
1811,2003,32412,124.8
1812,2004,32412,129.9
1813,2005,32412,148.1
1814,2006,32412,172.7
1815,2007,32412,175.9
1816,2008,32412,246.0
1817,2009,32412,227.7
1818,2010,32412,235.5
1819,2011,32412,252.6
1820,2012,32412,258.2
1821,2013,32412,258.8
1822,2014,32412,265.4
1823,2015,32412,253.0
1824,2016,32412,244.9
1825,2017,32412,245.9
1826,2018,32412,271.0
1827,2019,32412,268.1
1828,2020,32412,267.2
1829,2021,32412,300.800
1830,2022,32412,341.113
1831,1975,324121,50.4
1832,1976,324121,51.6
1833,1977,324121,55.7
1834,1978,324121,60.6
1835,1979,324121,73.4
1836,1980,324121,91.4
1837,1981,324121,98.8
1838,1982,324121,99.1
1839,1983,324121,102.6
1840,1984,324121,107.8
1841,1985,324121,110.0
1842,1986,324121,99.6
1843,1987,324121,103.3
1844,1988,324121,102.6
1845,1989,324121,100.9
1846,1990,324121,104.8
1847,1991,324121,102.4
1848,1992,324121,102.0
1849,1993,324121,104.3
1850,1994,324121,104.4
1851,1995,324121,107.7
1852,1996,324121,109.8
1853,1997,324121,115.1
1854,1998,324121,113.9
1855,1999,324121,124.0
1856,2000,324121,137.0
1857,2001,324121,137.9
1858,2002,324121,141.6
1859,2003,324121,146.4
1860,2004,324121,152.8
1861,2005,324121,174.2
1862,2006,324121,217.8
1863,2007,324121,222.3
1864,2008,324121,289.9
1865,2009,324121,269.6
1866,2010,324121,281.8
1867,2011,324121,304.7
1868,2012,324121,317.2
1869,2013,324121,320.2
1870,2014,324121,329.1
1871,2015,324121,308.5
1872,2016,324121,293.1
1873,2017,324121,292.1
1874,2018,324121,322.2
1875,2019,324121,317.0
1876,2020,324121,309.4
1877,2021,324121,334.089
1878,2022,324121,385.254
1879,1975,324122,58.4
1880,1976,324122,59.9
1881,1977,324122,70.6
1882,1978,324122,78.2
1883,1979,324122,88.7
1884,1980,324122,100.7
1885,1981,324122,102.8
1886,1982,324122,100.9
1887,1983,324122,97.5
1888,1984,324122,104.8
1889,1985,324122,104.0
1890,1986,324122,96.5
1891,1987,324122,97.5
1892,1988,324122,97.0
1893,1989,324122,99.0
1894,1990,324122,104.2
1895,1991,324122,98.6
1896,1992,324122,100.1
1897,1993,324122,98.3
1898,1994,324122,98.5
1899,1995,324122,103.0
1900,1996,324122,103.2
1901,1997,324122,102.9
1902,1998,324122,103.5
1903,1999,324122,104.8
1904,2000,324122,109.3
1905,2001,324122,114.5
1906,2002,324122,113.1
1907,2003,324122,120.4
1908,2004,324122,124.9
1909,2005,324122,142.4
1910,2006,324122,149.8
1911,2007,324122,152.2
1912,2008,324122,235.0
1913,2009,324122,216.2
1914,2010,324122,220.4
1915,2011,324122,233.6
1916,2012,324122,233.2
1917,2013,324122,231.6
1918,2014,324122,236.7
1919,2015,324122,230.9
1920,2016,324122,229.0
1921,2017,324122,232.0
1922,2018,324122,255.3
1923,2019,324122,254.3
1924,2020,324122,259.3
1925,2021,324122,304.853
1926,2022,324122,339.874
1927,1984,32419,100.0
1928,1985,32419,100.2
1929,1986,32419,99.8
1930,1987,32419,99.2
1931,1988,32419,106.4
1932,1989,32419,117.5
1933,1990,32419,133.7
1934,1991,32419,130.1
1935,1992,32419,129.6
1936,1993,32419,129.4
1937,1994,32419,132.1
1938,1995,32419,138.4
1939,1996,32419,142.1
1940,1997,32419,142.3
1941,1998,32419,142.1
1942,1999,32419,143.1
1943,2000,32419,155.8
1944,2001,32419,160.8
1945,2002,32419,161.1
1946,2003,32419,167.6
1947,2004,32419,178.6
1948,2005,32419,221.0
1949,2006,32419,249.2
1950,2007,32419,256.3
1951,2008,32419,367.6
1952,2009,32419,303.5
1953,2010,32419,340.2
1954,2011,32419,406.7
1955,2012,32419,402.5
1956,2013,32419,385.4
1957,2014,32419,383.4
1958,2015,32419,364.2
1959,2016,32419,354.3
1960,2017,32419,372.4
1961,2018,32419,411.1
1962,2019,32419,420.5
1963,2020,32419,409.7
1964,2021,32419,463.858
1965,2022,32419,576.209
1966,1980,324191,100.0
1967,1981,324191,106.0
1968,1982,324191,106.1
1969,1983,324191,111.3
1970,1984,324191,112.6
1971,1985,324191,112.7
1972,1986,324191,112.7
1973,1987,324191,113.5
1974,1988,324191,124.0
1975,1989,324191,128.2
1976,1990,324191,148.7
1977,1991,324191,146.6
1978,1992,324191,149.9
1979,1993,324191,149.6
1980,1994,324191,153.9
1981,1995,324191,157.4
1982,1996,324191,159.3
1983,1997,324191,159.7
1984,1998,324191,160.0
1985,1999,324191,163.1
1986,2000,324191,179.1
1987,2001,324191,185.6
1988,2002,324191,186.4
1989,2003,324191,194.5
1990,2004,324191,207.7
1991,2005,324191,262.7
1992,2006,324191,299.0
1993,2007,324191,308.6
1994,2008,324191,397.4
1995,2009,324191,345.2
1996,2010,324191,379.5
1997,2011,324191,454.3
1998,2012,324191,441.5
1999,2013,324191,433.3
2000,2014,324191,432.2
2001,2015,324191,410.0
2002,2016,324191,411.2
2003,2017,324191,428.6
2004,2018,324191,459.0
2005,2019,324191,467.9
2006,2020,324191,464.3
2007,2021,324191,528.583
2008,2022,324191,646.655
2009,2003,324199,100.0
2010,2004,324199,105.4
2011,2005,324199,117.3
2012,2006,324199,125.8
2013,2007,324199,127.4
2014,2008,324199,260.5
2015,2009,324199,183.5
2016,2010,324199,222.9
2017,2011,324199,265.1
2018,2012,324199,274.7
2019,2013,324199,247.1
2020,2014,324199,243.8
2021,2015,324199,232.6
2022,2016,324199,207.6
2023,2017,324199,223.6
2024,2018,324199,279.3
2025,2019,324199,289.0
2026,2020,324199,262.5
2027,2021,324199,290.602
2028,2022,324199,383.786
2029,1984,325,100.0
2030,1985,325,100.6
2031,1986,325,99.8
2032,1987,325,106.6
2033,1988,325,117.8
2034,1989,325,118.6
2035,1990,325,124.6
2036,1991,325,124.3
2037,1992,325,126.6
2038,1993,325,126.7
2039,1994,325,136.1
2040,1995,325,144.3
2041,1996,325,146.4
2042,1997,325,147.3
2043,1998,325,147.9
2044,1999,325,152.9
2045,2000,325,158.7
2046,2001,325,154.3
2047,2002,325,159.3
2048,2003,325,165.3
2049,2004,325,180.5
2050,2005,325,193.9
2051,2006,325,197.0
2052,2007,325,210.4
2053,2008,325,229.7
2054,2009,325,227.3
2055,2010,325,237.6
2056,2011,325,254.7
2057,2012,325,259.3
2058,2013,325,262.6
2059,2014,325,266.5
2060,2015,325,262.6
2061,2016,325,268.8
2062,2017,325,282.5
2063,2018,325,292.5
2064,2019,325,289.4
2065,2020,325,293.8
2066,2021,325,339.393
2067,2022,325,360.724
2068,1984,3251,100.0
2069,1985,3251,98.1
2070,1986,3251,92.8
2071,1987,3251,102.6
